user_id,date,total_listening_sec,track_count,avg_session_sec,night_ratio
5,2026-02-10,5093.235532517313,2,2546.6177662586565,0.5
5,2026-02-11,5988.4184872240185,2,2994.2092436120092,0.0
5,2026-02-12,5052.656439520419,2,2526.3282197602093,0.0
5,2026-02-13,4653.439194300539,2,2326.7195971502697,0.0
5,2026-02-14,5464.4170012939285,1,5464.4170012939285,0.0
5,2026-02-15,5665.335482781327,1,5665.335482781327,0.0
5,2026-02-16,4227.203494515605,7,603.8862135022292,0.0
5,2026-02-17,4334.026277203727,7,619.1466110291038,0.14285714285714285
5,2026-02-18,4389.7889922945615,3,1463.2629974315205,0.0
5,2026-02-19,5197.199555088773,3,1732.3998516962577,0.0
5,2026-02-20,6497.321667136035,3,2165.773889045345,0.3333333333333333
5,2026-02-21,6093.584116504173,1,6093.584116504173,0.0
5,2026-02-22,5458.527933237348,1,5458.527933237348,0.0
5,2026-02-23,4820.567014979841,3,1606.855671659947,0.0
6,2026-02-10,2348.865262536171,1,2348.865262536171,0.0
6,2026-02-11,2529.8891107456147,3,843.2963702485382,0.3333333333333333
6,2026-02-12,2166.254471295034,1,2166.254471295034,0.0
6,2026-02-13,3170.8750379931917,7,452.98214828474164,0.0
6,2026-02-14,2336.513749373199,4,584.1284373432998,0.0
6,2026-02-15,2315.342911588226,1,2315.342911588226,0.0
6,2026-02-16,2067.932769668805,4,516.9831924172013,0.0
6,2026-02-17,2495.061167340929,3,831.6870557803096,0.0
6,2026-02-18,2506.9454937036776,2,1253.4727468518388,0.0
6,2026-02-19,2519.9681528120955,2,1259.9840764060477,0.0
6,2026-02-20,2467.5258435543724,3,822.5086145181241,0.0
6,2026-02-21,1953.2263817934277,3,651.0754605978092,0.3333333333333333
6,2026-02-22,3171.2641017173946,3,1057.0880339057983,0.3333333333333333
6,2026-02-23,1876.8486491198025,4,469.21216227995063,0.0
7,2026-02-10,6390.50897802922,2,3195.25448901461,0.5
7,2026-02-11,5753.27010004345,1,5753.27010004345,0.0
7,2026-02-12,5777.733367019838,2,2888.866683509919,0.0
7,2026-02-13,5401.57492993207,1,5401.57492993207,0.0
7,2026-02-14,5492.910248348346,2,2746.455124174173,0.0
7,2026-02-15,5635.02009870703,1,5635.02009870703,0.0
7,2026-02-16,4650.687237495729,2,2325.3436187478646,0.0
7,2026-02-17,5822.104458876543,6,970.3507431460904,0.16666666666666666
7,2026-02-18,6026.943352005228,4,1506.735838001307,0.25
7,2026-02-19,5404.848624402118,2,2702.424312201059,0.0
7,2026-02-20,5672.16463439427,1,5672.16463439427,0.0
7,2026-02-21,5807.616032767406,2,2903.808016383703,0.0
7,2026-02-22,5770.771593633809,2,2885.3857968169045,0.0
7,2026-02-23,5690.338234860388,2,2845.169117430194,0.0
8,2026-02-10,3353.6040134997143,2,1676.8020067498571,0.0
8,2026-02-11,2474.8468662826094,3,824.9489554275365,0.6666666666666666
8,2026-02-12,3550.54134268567,4,887.6353356714175,0.0
8,2026-02-13,3688.9030224165685,3,1229.634340805523,0.0
8,2026-02-14,3805.74168554848,1,3805.74168554848,0.0
8,2026-02-15,3650.431997722229,1,3650.431997722229,0.0
8,2026-02-16,4548.008481935543,6,758.0014136559239,0.0
8,2026-02-17,3169.566326806283,7,452.7951895437547,0.14285714285714285
8,2026-02-18,4312.470623067065,4,1078.1176557667663,0.25
8,2026-02-19,4107.949059725482,5,821.5898119450964,0.2
8,2026-02-20,2216.71537316361,6,369.45256219393497,0.16666666666666666
8,2026-02-21,4039.797956004713,2,2019.8989780023564,0.0
8,2026-02-22,3249.2029312916866,4,812.3007328229216,0.0
8,2026-02-23,4121.099537903589,2,2060.5497689517947,0.0
9,2026-02-10,5051.548111233817,6,841.9246852056361,0.3333333333333333
9,2026-02-11,6385.580526271103,1,6385.580526271103,1.0
9,2026-02-12,5635.309339990702,5,1127.0618679981403,1.0
9,2026-02-13,1509.6074248304749,4,377.4018562076187,0.0
9,2026-02-14,1882.4177388095968,2,941.2088694047984,0.0
9,2026-02-15,6248.673029571718,1,6248.673029571718,1.0
9,2026-02-16,2955.758901023768,6,492.6264835039613,0.6666666666666666
9,2026-02-17,2258.28367049786,6,376.3806117496433,0.6666666666666666
9,2026-02-18,2025.207203777553,5,405.0414407555106,0.4
9,2026-02-19,9365.964325948997,1,9365.964325948997,0.0
9,2026-02-20,4753.559175136446,4,1188.3897937841116,0.75
9,2026-02-21,6376.720709714443,1,6376.720709714443,1.0
9,2026-02-22,4548.843289152295,2,2274.4216445761476,0.5
9,2026-02-23,2974.210590732565,7,424.88722724750926,0.5714285714285714
10,2026-02-10,3263.6585081776166,2,1631.8292540888083,0.0
10,2026-02-11,5462.7795264483275,5,1092.5559052896656,0.0
10,2026-02-12,2305.4441807812145,3,768.4813935937382,0.0
10,2026-02-13,2600.6978856682354,2,1300.3489428341177,0.0
10,2026-02-14,3820.7244819206844,2,1910.3622409603422,0.5
10,2026-02-15,2982.9384653145107,3,994.3128217715035,0.0
10,2026-02-16,4101.979705689945,3,1367.326568563315,0.3333333333333333
10,2026-02-17,3502.9749519160364,2,1751.4874759580182,0.0
10,2026-02-18,3261.061381193851,4,815.2653452984628,0.25
10,2026-02-19,3799.395414219685,1,3799.395414219685,0.0
10,2026-02-20,3943.127320939976,2,1971.563660469988,0.0
10,2026-02-21,3101.223721360409,1,3101.223721360409,0.0
10,2026-02-22,4650.764711356197,6,775.1274518926995,0.16666666666666666
10,2026-02-23,3643.458500844036,5,728.6917001688072,0.2
11,2026-02-10,3806.764227711518,2,1903.382113855759,0.0
11,2026-02-11,3104.621342738599,4,776.1553356846498,0.0
11,2026-02-12,3544.0746755814043,1,3544.0746755814043,0.0
11,2026-02-13,3598.9956771839916,3,1199.6652257279973,0.0
11,2026-02-14,3598.4738692332367,2,1799.2369346166183,0.0
11,2026-02-15,3758.016652229309,1,3758.016652229309,0.0
11,2026-02-16,3393.79599886464,2,1696.89799943232,0.0
11,2026-02-17,3926.482457913792,3,1308.827485971264,0.0
11,2026-02-18,4035.9881397238005,4,1008.9970349309501,0.5
11,2026-02-19,3367.0178884514035,6,561.1696480752339,0.16666666666666666
11,2026-02-20,2756.5908416975835,4,689.1477104243959,0.25
11,2026-02-21,3127.229006243409,2,1563.6145031217045,0.0
11,2026-02-22,2958.1859234401845,2,1479.0929617200923,0.5
11,2026-02-23,3667.797256051821,3,1222.599085350607,0.0
12,2026-02-10,4286.2868093969755,3,1428.7622697989918,0.3333333333333333
12,2026-02-11,3785.529686097562,1,3785.529686097562,0.0
12,2026-02-12,4002.601646204531,3,1334.2005487348436,0.0
12,2026-02-13,3189.9324753435144,4,797.4831188358786,0.25
12,2026-02-14,3752.4651537783584,1,3752.4651537783584,0.0
12,2026-02-15,4401.484329454912,4,1100.371082363728,0.0
12,2026-02-16,3562.3409311393902,1,3562.3409311393902,0.0
12,2026-02-17,4410.046623627808,4,1102.511655906952,0.0
12,2026-02-18,4257.2440194745395,4,1064.3110048686349,0.5
12,2026-02-19,3405.479219973584,2,1702.739609986792,0.0
12,2026-02-20,4002.507798792323,4,1000.6269496980807,0.25
12,2026-02-21,3558.962330491342,3,1186.3207768304474,0.0
12,2026-02-22,3958.9369699440804,4,989.7342424860201,0.0
12,2026-02-23,4407.403030047773,1,4407.403030047773,0.0
13,2026-02-10,3476.482216196187,3,1158.827405398729,0.0
13,2026-02-11,2243.522785992186,6,373.92046433203103,0.16666666666666666
13,2026-02-12,3273.050588572241,4,818.2626471430602,0.25
13,2026-02-13,2219.575146088445,3,739.8583820294816,0.3333333333333333
13,2026-02-14,1980.775553910585,5,396.155110782117,0.2
13,2026-02-15,2605.1755772099523,2,1302.5877886049761,0.0
13,2026-02-16,2542.6428770062694,4,635.6607192515673,0.0
13,2026-02-17,2176.102098848086,1,2176.102098848086,0.0
13,2026-02-18,2318.448244129093,1,2318.448244129093,0.0
13,2026-02-19,2529.763443980057,4,632.4408609950143,0.0
13,2026-02-20,3209.2072146713735,2,1604.6036073356868,0.0
13,2026-02-21,3239.679770185974,4,809.9199425464935,0.25
13,2026-02-22,2404.947339163337,3,801.6491130544456,0.0
13,2026-02-23,2642.94914449422,7,377.5641634991743,0.0
14,2026-02-10,3376.1049566794404,3,1125.3683188931468,0.0
14,2026-02-11,3395.6896239205453,4,848.9224059801363,0.0
14,2026-02-12,3112.0575727744763,3,1037.3525242581588,0.0
14,2026-02-13,3331.5866901114905,4,832.8966725278726,0.25
14,2026-02-14,2636.8122916235293,2,1318.4061458117646,0.0
14,2026-02-15,3794.886388110277,2,1897.4431940551385,0.0
14,2026-02-16,3267.7946236794,1,3267.7946236794,1.0
14,2026-02-17,3570.5926201831267,1,3570.5926201831267,0.0
14,2026-02-18,3467.279690785159,4,866.8199226962897,0.0
14,2026-02-19,2792.130059636245,5,558.426011927249,0.2
14,2026-02-20,3098.7797166505534,1,3098.7797166505534,0.0
14,2026-02-21,2874.3571084213745,2,1437.1785542106873,0.0
14,2026-02-22,3024.4603677824316,4,756.1150919456079,0.0
14,2026-02-23,2706.704467633434,1,2706.704467633434,0.0
15,2026-02-10,1952.6664284594178,5,390.5332856918836,0.2
15,2026-02-11,2556.724719512912,8,319.590589939114,0.0
15,2026-02-12,1297.1839183221268,1,1297.1839183221268,0.0
15,2026-02-13,2112.484565185937,2,1056.2422825929684,0.0
15,2026-02-14,3501.3131397677325,5,700.2626279535465,0.0
15,2026-02-15,2450.916400543177,4,612.7291001357943,0.0
15,2026-02-16,1809.9417907473144,3,603.3139302491048,0.3333333333333333
15,2026-02-17,2102.893148902626,1,2102.893148902626,0.0
15,2026-02-18,3448.713982344084,4,862.178495586021,0.25
15,2026-02-19,2165.236460185608,1,2165.236460185608,0.0
15,2026-02-20,1769.0379637388965,1,1769.0379637388965,1.0
15,2026-02-21,1636.3443626404558,5,327.26887252809115,0.2
15,2026-02-22,1871.6118343108283,5,374.32236686216567,0.0
15,2026-02-23,1469.646750015253,3,489.88225000508436,0.0
16,2026-02-10,4611.629717498973,5,922.3259434997947,0.0
16,2026-02-11,5832.357619676096,3,1944.1192065586986,0.3333333333333333
16,2026-02-12,5869.238714325524,2,2934.619357162762,0.5
16,2026-02-13,6237.988699277778,5,1247.5977398555556,0.2
16,2026-02-14,6195.45059213688,5,1239.090118427376,0.0
16,2026-02-15,5105.468432253142,1,5105.468432253142,0.0
16,2026-02-16,6272.495386267077,3,2090.831795422359,0.0
16,2026-02-17,4565.322323176248,3,1521.774107725416,0.0
16,2026-02-18,5562.368577056895,2,2781.1842885284477,0.5
16,2026-02-19,5760.295637596004,6,960.0492729326673,0.0
16,2026-02-20,5517.743266040318,1,5517.743266040318,1.0
16,2026-02-21,5158.354783607678,2,2579.177391803839,0.0
16,2026-02-22,5057.582086970939,3,1685.8606956569795,0.0
16,2026-02-23,5201.993783532516,2,2600.996891766258,0.5
17,2026-02-10,3775.792365874183,2,1887.8961829370915,0.0
17,2026-02-11,4558.838830309539,1,4558.838830309539,0.0
17,2026-02-12,4437.910043873186,4,1109.4775109682964,0.0
17,2026-02-13,5483.366701895229,3,1827.788900631743,0.0
17,2026-02-14,3773.025335592475,2,1886.5126677962376,0.0
17,2026-02-15,4151.297859218434,1,4151.297859218434,0.0
17,2026-02-16,4624.319154932284,3,1541.4397183107612,0.0
17,2026-02-17,4557.005096542762,3,1519.0016988475872,0.0
17,2026-02-18,3922.6505688549555,6,653.7750948091592,0.0
17,2026-02-19,3790.598044485815,3,1263.5326814952716,0.3333333333333333
17,2026-02-20,3871.988293689402,2,1935.994146844701,0.0
17,2026-02-21,4455.365221174127,2,2227.6826105870637,0.5
17,2026-02-22,4188.804706782839,1,4188.804706782839,0.0
17,2026-02-23,4225.490896364276,3,1408.4969654547585,0.0
18,2026-02-10,5272.897493394234,4,1318.2243733485584,0.25
18,2026-02-11,5041.506135623444,3,1680.5020452078145,0.3333333333333333
18,2026-02-12,4980.144198324813,1,4980.144198324813,1.0
18,2026-02-13,4083.1111315591343,4,1020.7777828897836,0.25
18,2026-02-14,4352.593935693176,3,1450.8646452310586,0.3333333333333333
18,2026-02-15,5235.627638610856,3,1745.2092128702852,0.0
18,2026-02-16,4499.947139890892,2,2249.973569945446,0.0
18,2026-02-17,4682.6988195807635,4,1170.6747048951909,0.5
18,2026-02-18,4895.213692408119,4,1223.8034231020297,0.0
18,2026-02-19,5327.799765580734,2,2663.899882790367,0.0
18,2026-02-20,4702.213100906696,2,2351.106550453348,0.0
18,2026-02-21,4206.056321999492,3,1402.0187739998307,0.3333333333333333
18,2026-02-22,4393.919437494981,4,1098.4798593737453,0.0
18,2026-02-23,5048.504323167749,6,841.4173871946249,0.0
19,2026-02-10,3653.9528789028627,4,913.4882197257157,0.0
19,2026-02-11,2849.848925703002,2,1424.924462851501,0.0
19,2026-02-12,4038.2706277249877,2,2019.1353138624938,0.5
19,2026-02-13,3887.053805895679,1,3887.053805895679,0.0
19,2026-02-14,3250.6221621276736,2,1625.3110810638368,0.0
19,2026-02-15,4073.865621686174,4,1018.4664054215435,0.0
19,2026-02-16,3606.50194548855,1,3606.50194548855,0.0
19,2026-02-17,3980.259259243828,1,3980.259259243828,1.0
19,2026-02-18,3197.796240800727,3,1065.932080266909,0.0
19,2026-02-19,3877.7024172687857,1,3877.7024172687857,0.0
19,2026-02-20,3529.1686209643726,2,1764.5843104821863,0.0
19,2026-02-21,4144.629525798506,2,2072.314762899253,0.0
19,2026-02-22,3554.2359368965026,2,1777.1179684482513,0.0
19,2026-02-23,3945.1866137135466,2,1972.5933068567733,0.0
20,2026-02-10,5492.189488358134,3,1830.7298294527116,0.3333333333333333
20,2026-02-11,6537.016522592065,1,6537.016522592065,0.0
20,2026-02-12,5984.776483834896,2,2992.388241917448,0.0
20,2026-02-13,6486.643138408668,3,2162.214379469556,0.3333333333333333
20,2026-02-14,6141.739694209904,4,1535.434923552476,0.0
20,2026-02-15,6641.898459018721,3,2213.9661530062403,0.3333333333333333
20,2026-02-16,6349.867165129225,3,2116.6223883764083,0.0
20,2026-02-17,6045.395148813712,3,2015.1317162712373,0.3333333333333333
20,2026-02-18,6048.668361338371,4,1512.1670903345928,0.0
20,2026-02-19,6484.663790802067,3,2161.5545969340224,0.3333333333333333
20,2026-02-20,6263.246770351538,3,2087.7489234505124,0.0
20,2026-02-21,6897.831489418979,3,2299.2771631396595,0.3333333333333333
20,2026-02-22,6900.43615660611,2,3450.218078303055,0.5
20,2026-02-23,6452.041714592629,1,6452.041714592629,1.0
21,2026-02-10,4213.266967176937,3,1404.4223223923125,0.3333333333333333
21,2026-02-11,2222.566055300688,9,246.95178392229866,0.0
21,2026-02-12,3132.89425676743,1,3132.89425676743,0.0
21,2026-02-13,3002.612207563797,2,1501.3061037818984,1.0
21,2026-02-14,3283.8816257428352,2,1641.9408128714176,0.0
21,2026-02-15,3474.3844074388485,3,1158.1281358129495,0.0
21,2026-02-16,2603.8939696247326,2,1301.9469848123663,0.5
21,2026-02-17,2777.895929605621,3,925.9653098685403,0.3333333333333333
21,2026-02-18,3645.5469008299824,1,3645.5469008299824,0.0
21,2026-02-19,4217.073006736654,3,1405.6910022455513,0.3333333333333333
21,2026-02-20,3706.3052501733528,2,1853.1526250866764,0.0
21,2026-02-21,3033.6759025383412,3,1011.2253008461138,0.0
21,2026-02-22,5157.454423375897,3,1719.1514744586323,0.0
21,2026-02-23,3107.989926955015,3,1035.9966423183384,0.3333333333333333
22,2026-02-10,3420.346110068842,2,1710.173055034421,0.0
22,2026-02-11,3834.069768899976,1,3834.069768899976,0.0
22,2026-02-12,3502.709661702468,3,1167.569887234156,0.0
22,2026-02-13,3537.137319104761,4,884.2843297761902,0.0
22,2026-02-14,3457.613170983531,2,1728.8065854917654,0.0
22,2026-02-15,3009.9361734764825,3,1003.3120578254942,0.0
22,2026-02-16,3533.891110702951,5,706.7782221405903,0.2
22,2026-02-17,2760.4804476047348,2,1380.2402238023674,0.5
22,2026-02-18,3031.5754103988775,3,1010.5251367996258,0.0
22,2026-02-19,2881.790130393744,1,2881.790130393744,0.0
22,2026-02-20,3230.9480828776577,2,1615.4740414388289,0.0
22,2026-02-21,3026.3861333630443,1,3026.3861333630443,0.0
22,2026-02-22,3177.2560682921194,4,794.3140170730298,0.0
22,2026-02-23,3252.7451748473213,1,3252.7451748473213,0.0
23,2026-02-10,4467.473675652727,3,1489.1578918842424,0.6666666666666666
23,2026-02-11,3510.1901573310743,3,1170.0633857770247,0.0
23,2026-02-12,4922.480838301315,2,2461.2404191506575,0.0
23,2026-02-13,4925.344021727506,2,2462.672010863753,0.0
23,2026-02-14,4873.7641819885375,6,812.294030331423,0.0
23,2026-02-15,5137.225072386547,5,1027.4450144773095,0.2
23,2026-02-16,4781.693818685053,5,956.3387637370106,0.2
23,2026-02-17,4643.1747660160645,7,663.3106808594378,0.0
23,2026-02-18,4361.495081404304,2,2180.747540702152,0.0
23,2026-02-19,4996.42734939401,4,1249.1068373485025,0.0
23,2026-02-20,5593.74603493954,1,5593.74603493954,0.0
23,2026-02-21,4946.22434341649,2,2473.112171708245,0.5
23,2026-02-22,4690.917682847683,3,1563.6392276158942,0.0
23,2026-02-23,4849.135582394859,1,4849.135582394859,0.0
24,2026-02-10,2883.790195676448,5,576.7580391352897,0.2
24,2026-02-11,4798.841092034403,2,2399.4205460172016,0.5
24,2026-02-12,4100.546115526822,1,4100.546115526822,0.0
24,2026-02-13,4752.059392009367,4,1188.0148480023418,0.25
24,2026-02-14,4397.3120982569,1,4397.3120982569,0.0
24,2026-02-15,3986.5604204255296,2,1993.2802102127648,0.0
24,2026-02-16,5003.992598820243,2,2501.9962994101215,0.0
24,2026-02-17,4261.875826844695,1,4261.875826844695,0.0
24,2026-02-18,4490.083114124713,3,1496.6943713749042,0.3333333333333333
24,2026-02-19,4482.254757975587,4,1120.5636894938968,0.0
24,2026-02-20,4043.7349367036873,4,1010.9337341759218,0.25
24,2026-02-21,3696.2408058835135,3,1232.0802686278378,0.6666666666666666
24,2026-02-22,4363.081490889884,1,4363.081490889884,0.0
24,2026-02-23,4242.687121053525,4,1060.6717802633812,0.0
25,2026-02-10,4812.920411019894,1,4812.920411019894,0.0
25,2026-02-11,4675.509425562597,2,2337.7547127812986,0.0
25,2026-02-12,5560.813310464279,5,1112.162662092856,0.2
25,2026-02-13,4341.077718802197,2,2170.5388594010983,0.0
25,2026-02-14,4333.800174151672,5,866.7600348303343,0.0
25,2026-02-15,5037.120338098702,3,1679.0401126995673,0.0
25,2026-02-16,4435.881315098263,4,1108.9703287745658,0.0
25,2026-02-17,6532.6953860532385,4,1633.1738465133096,0.0
25,2026-02-18,4766.028304227893,1,4766.028304227893,0.0
25,2026-02-19,4191.429767098228,3,1397.1432556994093,0.0
25,2026-02-20,4410.2199749003385,4,1102.5549937250846,0.0
25,2026-02-21,5001.1679529326175,2,2500.5839764663087,0.0
25,2026-02-22,4970.147025895751,2,2485.0735129478753,0.0
25,2026-02-23,4853.440233203995,1,4853.440233203995,1.0
26,2026-02-10,6192.152738964891,3,2064.050912988297,0.0
26,2026-02-11,5454.353319054603,1,5454.353319054603,0.0
26,2026-02-12,5365.102406550651,3,1788.367468850217,0.0
26,2026-02-13,5395.15053190448,1,5395.15053190448,0.0
26,2026-02-14,5294.587435427052,6,882.431239237842,0.0
26,2026-02-15,4628.413565161922,5,925.6827130323843,0.0
26,2026-02-16,5595.851688329823,2,2797.9258441649117,0.0
26,2026-02-17,5359.195728609113,3,1786.3985762030377,0.0
26,2026-02-18,5311.798605822139,2,2655.8993029110693,0.5
26,2026-02-19,3873.991769126443,5,774.7983538252886,0.2
26,2026-02-20,5875.49817172552,1,5875.49817172552,0.0
26,2026-02-21,5670.200131415872,1,5670.200131415872,0.0
26,2026-02-22,5285.652902682008,1,5285.652902682008,0.0
26,2026-02-23,4342.395491772808,4,1085.598872943202,0.0
27,2026-02-10,3530.1700973788943,2,1765.0850486894471,0.0
27,2026-02-11,4461.689674035457,2,2230.8448370177284,0.5
27,2026-02-12,4499.267564653357,4,1124.8168911633393,0.25
27,2026-02-13,4025.7095445701816,1,4025.7095445701816,0.0
27,2026-02-14,4205.202096090257,4,1051.3005240225643,0.0
27,2026-02-15,4115.096213832971,5,823.0192427665943,0.0
27,2026-02-16,4590.63770566328,3,1530.2125685544268,0.0
27,2026-02-17,4667.011417631957,3,1555.6704725439856,0.0
27,2026-02-18,3194.451995426175,6,532.4086659043625,0.0
27,2026-02-19,3601.8217692274857,4,900.4554423068714,0.0
27,2026-02-20,3673.389889946424,3,1224.463296648808,0.3333333333333333
27,2026-02-21,4456.023787741407,5,891.2047575482815,0.4
27,2026-02-22,4955.099757169389,2,2477.5498785846944,0.0
27,2026-02-23,4307.382266359278,3,1435.794088786426,0.0
28,2026-02-10,1338.0724382629292,1,1338.0724382629292,0.0
28,2026-02-11,1307.141493550669,1,1307.141493550669,0.0
28,2026-02-12,1490.0846721860232,3,496.6948907286744,0.0
28,2026-02-13,1972.2156315324253,1,1972.2156315324253,0.0
28,2026-02-14,1222.5619503549046,3,407.52065011830155,0.0
28,2026-02-15,2383.5917673918116,4,595.8979418479529,0.0
28,2026-02-16,840.023395786161,2,420.0116978930805,0.0
28,2026-02-17,1096.4135201995746,3,365.4711733998582,0.0
28,2026-02-18,1677.9224116481184,1,1677.9224116481184,0.0
28,2026-02-19,2719.366510290106,6,453.22775171501763,0.0
28,2026-02-20,1759.2157117338918,1,1759.2157117338918,1.0
28,2026-02-21,2062.8587759426323,6,343.8097959904387,0.0
28,2026-02-22,2217.027566593804,8,277.1284458242255,0.25
28,2026-02-23,1343.6126423816552,1,1343.6126423816552,0.0
29,2026-02-10,5504.744654174034,4,1376.1861635435084,0.0
29,2026-02-11,4859.5022659836295,3,1619.8340886612098,0.0
29,2026-02-12,5107.683188843399,1,5107.683188843399,0.0
29,2026-02-13,4744.349379410364,2,2372.174689705182,0.0
29,2026-02-14,4464.705885012633,4,1116.1764712531583,0.25
29,2026-02-15,4512.654803622065,3,1504.2182678740216,0.3333333333333333
29,2026-02-16,5099.392651035929,1,5099.392651035929,0.0
29,2026-02-17,4967.504012701083,2,2483.7520063505417,0.5
29,2026-02-18,5812.591848304334,4,1453.1479620760836,0.0
29,2026-02-19,5276.472019326872,3,1758.8240064422907,0.0
29,2026-02-20,4234.030668442243,5,846.8061336884487,0.0
29,2026-02-21,4745.650487376352,1,4745.650487376352,0.0
29,2026-02-22,5057.051035039127,4,1264.2627587597817,0.25
29,2026-02-23,5113.974873337634,4,1278.4937183344084,0.5
30,2026-02-10,3691.933490833826,2,1845.966745416913,0.5
30,2026-02-11,10616.35656783881,5,2123.271313567762,0.0
30,2026-02-12,2986.791897762227,2,1493.3959488811136,0.5
30,2026-02-13,9132.981384559482,2,4566.490692279741,0.0
30,2026-02-14,5176.835209664113,6,862.8058682773521,0.5
30,2026-02-15,15434.295706196683,3,5144.765235398894,0.6666666666666666
30,2026-02-16,3896.7131917800057,2,1948.3565958900028,0.5
30,2026-02-17,7236.005852630554,4,1809.0014631576385,0.25
30,2026-02-18,14892.56396108798,3,4964.187987029327,1.0
30,2026-02-19,3631.762069040996,1,3631.762069040996,0.0
30,2026-02-20,8088.387361710584,7,1155.4839088157976,0.42857142857142855
